gene,entrez_gene_id
Maml3,100767462
Emsy,100774400
B9d1,100774531
Ttbk1,100756759
Wipf1,100756222
Rcc1,100769945
Sertad1,100763975
Armcx1,100773690
Ptprb,100764837
Sass6,100772023
Evi5,100769964
Nras,100757614
Vopp1,100767477
Acbd4,100759909
Sorcs1,107977002
Csmd2,100755548
Cmtm7,100768605
Ap4e1,100751812
LOC100751845,100751845
Dusp1,100769474
Cacnb4,100765888
Dohh,100771021
Nepro,100773001
LOC113837248,113837248
Tp53tg5,100764961
LOC100756996,100756996
LOC100771648,100771648
Mmp12,100754279
Parp2,100753655
Sdc1,100689057
Col11a2,100766812
Sec16a,100760133
Zpbp,100753352
Hmox2,100773727
LOC100757234,100757234
Gna12,100760944
Ccdc122,100770045
Chn2,100757437
Agl,100772306
Def6,100757712
Zdhhc7,100771824
Kifc1,100752355
Serhl2,100752540
Clock,100770092
Gipc1,100753328
Nemp1,100762649
Slc6a11,100752493
Rpusd2,100752640
S100a13,100769763
Znf212,100763250
Rusc1,100754395
Bcl2l13,100754898
Tm9sf4,100754311
LOC100766101,100766101
Ppfia2,100773734
Dgkd,100771821
C2H18orf21,100767460
Drc7,100764290
Vps26a,100766289
Ada,100756254
LOC100770129,100770129
Adamts6,100760416
Med30,100751133
C2cd3,100760339
Repin1,100765133
Spred2,100752293
Washc4,100772083
Zranb1,100769882
Slc17a7,100756172
Vps9d1,100753080
LOC113837018,113837018
Fam114a1,100762494
Snw1,100759596
Gnpat,100765024
Synm,100769976
Rtkn2,100755093
Jrk,100765280
Dffa,100762210
Trmu,100759274
Erh,100758434
Pdcl3,100755176
Galnt10,100768523
Mnat1,100770765
Nxpe3,100758955
Tcf25,100760643
Znf511,100771235
Msmp,100755181
Trim47,100758005
Rfesd,100758548
Faim,100771101
Sugp2,100754204
Fmnl1,100765726
Lipa,100759060
Bach1,100770017
LOC100767241,100767241
Man1a1,100767553
Adgrd1,100753766
LOC100769895,100769895
Pole,100774671
LOC100762380,100762380
Arl6ip6,100774425
LOC100770405,100770405
LOC100753862,100753862
Sp1,100767199
Phldb3,100770079
B3galt6,100767598
Cd109,100757414
Dipk1c,100775103
Retreg2,100774602
Stt3a,100751391
Bphl,100761605
Tmem222,100760724
Arl3,100757638
LOC100754741,100754741
LOC100759693,100759693
Fads3,100757171
Slco3a1,100760145
Pde1a,100762910
L3mbtl2,100751536
Otud7b,100760086
Pds5a,100764706
LOC100761689,100761689
Fam83d,100761533
Flnc,100751994
Malt1,100770557
Nlrp1,100756113
Tmcc3,100765845
LOC103163303,103163303
Mark2,100769644
Wdtc1,100768446
Trim56,100769853
Wnt7a,100772978
Acyp1,100755378
LOC100750478,100750478
Igsf21,100770461
LOC113837906,113837906
LOC118239308,118239308
Ccdc137,100765099
LOC113837244,113837244
Dock6,100769954
Vrk2,100760968
Pogz,100771470
Hmox1,100756872
Rdh14,100757118
Ttc14,100750788
LOC100773501,100773501
Ssx2ip,100759551
Usp5,100757368
Ctnna1,100754399
LOC113837157,113837157
Fmod,100765932
Maf1,100765064
LOC107977037,107977037
LOC113837258,113837258
Lrig1,100751692
Ildr2,100772155
Eif3a,100752118
Map3k5,100752376
LOC113832273,113832273
LOC103158664,103158664
Kif6,100770243
Snx7,100760647
LOC100758361,100758361
Mst1r,100758551
Trim16,100753576
Wnt9a,100764466
Tmx2,100755000
Plxdc2,100751934
Ccdc25,100756157
LOC118237610,118237610
Fam133b,100764219
LOC100774845,100774845
Dock11,100771666
Eif4g1,100770567
Gpank1,100763325
LOC100750719,100750719
Hnrnpdl,100767030
Vstm4,100757651
Mrpl39,100758085
Sfmbt2,100761982
Pecam1,100774872
Tspan10,100755151
B4galt1,100689430
Chd4,100754178
Esr2,100763291
Spag5,100761908
LOC103159046,103159046
Rassf8,100758676
Abhd18,100772269
Pttg1,100765630
Bad,100760426
Hspg2,100689041
Grin2b,118239276
Spata2l,100761797
Enc1,100751664
Rpp38,100753092
Eif2d,100759038
LOC100761655,100761655
Slc35d1,100751278
Tmem63a,100751086
Khdc4,100764357
Ipo9,100756041
Snx12,100756869
Vcp,103161970
Adpgk,100754978
LOC100774812,100774812
Stard10,100774406
Tnfaip6,100772105
LOC100769162,100769162
Inka1,100759700
LOC100757289,100757289
Jchain,100774033
Pkib,100751859
Cetn3,100765724
Inpp1,107977052
Eif3j,100765691
Chtf18,100761649
Lnx2,100758134
Fyttd1,100763912
Neu1,100689373
Optc,100765351
Ccdc32,100752939
Rps6ka1,100770849
St13,100763998
Znf14,100762018
Scn7a,100751078
Glyctk,100766079
LOC113830922,113830922
Kcnj5,100766874
CUNH5orf15,100765503
Plcxd1,113836610
Eid3,100771887
Cdipt,100750801
Polr1d,100757843
Snrnp40,100761430
Copg2,100758528
Sybu,100769191
LOC107977518,107977518
Sytl4,100770139
LOC100766020,100766020
Ankh,100771094
LOC100774208,100774208
Braf,100771486
Bmf,100761166
Elp2,100764459
LOC100773725,100773725
Faah,100771171
Mnd1,100772049
LOC100762404,100762404
Abhd14a,100765996
B3galnt1,100756438
Zfyve28,100771033
Anxa4,100771507
Kdm3a,100771108
Hnrnpa1,100769923
LOC100754882,100754882
Tmem214,100761817
Il16,100767901
LOC113837107,113837107
Eml6,100763779
Vasp,100756352
LOC100770307,100770307
Tmem161a,100764636
Zfp36l1,100759015
LOC100764079,100764079
Thap11,100753517
Crabp2,100753208
Scaf1,100767426
Il17ra,100754214
Prrt1b,107977233
Rras,100766263
Yars2,100751113
Cnnm3,100772518
Gpr137b,100764875
Wdr5,100768958
Atr,100766256
Clptm1,100752525
Lyrm7,100758737
Bpifc,100752136
Ifih1,100767593
Msi2,100761137
Stk10,100769190
Thsd7b,100771852
Tent5d,100755293
Dhdh,100753544
Apom,100763606
Oxct1,100766113
Hs6st2,100763313
LOC100763161,100763161
LOC118237711,118237711
LOC100752904,100752904
Mpdz,100752160
Grsf1,100751594
Pgap3,100689454
Arhgef40,100758097
Plekho2,100752155
Tctn1,100750362
Pltp,100771770
LOC113831527,113831527
Slc25a32,100689360
Fgd4,100756483
LOC113837892,113837892
Tifa,100754946
LOC118240025,118240025
LOC118237693,118237693
Ube3d,100763546
Gzmm,100764748
Phf10,100773896
Sdhaf2,100772110
Znf207,118239910
Aars1,100766178
Tgfb1i1,100771750
Vegfc,100753419
Tmem94,100769338
Ndufa10,100767451
Gk,100753140
Rffl,100765673
Ptpn6,100758996
P4hb,100689433
Fuz,100772773
Slc16a14,100752961
Aldh7a1,100756509
Eri3,100756117
Znf354c,100768981
Scyl1,100770964
Bag1,100759550
Znf638,100769635
Slc16a1,100775004
LOC100759356,100759356
Smim1,100773764
Tgfbr3,100768238
Tmem175,100767371
Znhit6,100767047
LOC100765383,100765383
Tbc1d24,100771614
Pthlh,100758030
Rundc1,100752621
Fjx1,100756899
Tmem128,100773666
Cmas,100773134
Skp2,100771396
Slc35c1,100689382
Pick1,100754727
LOC100765209,100765209
Ulk3,100755048
LOC100764999,100764999
Casp9,100689370
Etv5,100756646
LOC100762538,100762538
Trpc1,100689206
Shisa4,100763467
Hagh,100765715
Cfap206,100765244
Rrp15,100750619
LOC100755487,100755487
Tarbp2,100765450
Itm2c,100750451
Kdr,100756294
LOC100750406,100750406
Upp1,100752663
Wdhd1,100753715
C3H5orf24,100767072
Dnm1,100753867
Plgrkt,100758605
Xrcc3,103161145
Esd,100774799
LOC118237660,118237660
Exoc7,100754030
Macir,100769115
Gga1,100755306
LOC103160504,103160504
LOC100752761,100752761
LOC100771356,100771356
LOC103162686,103162686
Actn4,100766890
LOC113837181,113837181
Rnf223,100766441
Cbx3,100689443
Dmwd,100757796
Socs7,100763757
LOC100764003,100764003
Angptl7,100755713
Rnf31,100760689
Cdc25a,100767961
Mdc1,100756160
Bicdl2,100767692
Cfap298,100756882
Zfp1,100769427
Casq1,100762901
LOC113831623,113831623
Btrc,100750426
LOC100764807,100764807
Psmd8,100764857
Atp7a,100689242
Il36b,100773970
Frk,100751157
CUNH15orf40,100770476
Rab2a,100757745
Fam3c,100764415
Zc3h14,100771191
Plcxd2,100763459
LOC100769173,100769173
Psmg3,100763268
Tceal1,100764535
Tmem232,100757866
Pde12,100769630
Znf668,100755125
Ube4b,100771525
Smarca1,100750368
Ebna1bp2,100769390
Sppl3,100774388
Wasl,100757697
LOC100752255,100752255
Kcnn4,100768359
Slc39a2,100752281
Washc1,100755011
Arhgef17,100753083
LOC103159048,103159048
Nod1,100758777
Eif1ax,100750661
Clasp1,100756713
Hspb8,100754642
Mrpl27,100759321
LOC103159932,103159932
LOC100750843,100750843
Rpe,100756130
Tmem101,100752919
Ccdc90b,100751582
Htd2,113832350
Gja5,100751822
LOC113838636,113838636
LOC107976993,107976993
LOC100758306,100758306
Fzd6,100774509
LOC100774912,100774912
Sox8,100774670
Prkacb,100767097
Ctso,100767833
Ahsa2p,100756374
Arap3,100752046
CUNH2orf49,100762312
LOC100772196,100772196
Wdr43,100760947
Mogat1,100761111
Atp6v0c,100772184
Ecsit,100753611
Fasn,100689207
Rpl10a,100765562
Syn2,100754325
Pfdn2,100766028
Rapgefl1,100774035
LOC113839093,113839093
Arhgef19,100752548
LOC107978727,107978727
Ei24,100753150
Ankrd13b,100757903
Lmna,100757316
Colgalt1,100774081
LOC113837239,113837239
LOC113833667,113833667
LOC100760824,
Atox1,100760386
Kndc1,100770095
Kptn,100765362
Atxn2,100772811
Ccdc34,100752060
Fam20c,100771796
Bbs12,100755190
LOC103161076,103161076
Tmem171,100758368
LOC100767904,100767904
Zbtb8os,100758163
Erbb2,100759983
LOC100752064,100752064
Piwil2,100767809
Sema4b,100772904
Tmem207,100751504
Ubap2l,100761650
LOC100769134,100769134
Atg12,100760609
Unkl,100764253
Klhl18,100765054
Ninl,100764839
E2f4,100765561
Slc11a1,100752157
Ang,100755402
Slit1,100756902
Hspb6,100774774
B2m,100689409
C1H12orf73,100773036
Lgals9,100769340
Pbdc1,100763510
Jade1,100772857
LOC100771607,
Chst12,100762689
Morc3,100753438
LOC100757711,100757711
Ttc4,100751794
Hook1,100766023
Cpox,100772187
Cnp,100753220
LOC103160018,103160018
Sema3f,100755077
Nbr1,100771299
Xrcc6,100770214
LOC100757182,100757182
Dap3,100771966
LOC103160763,103160763
Slc25a15,100773024
Urgcp,100768349
LOC100772218,100772218
Plekha6,100767864
Prkar2b,100766449
Arl4c,100772909
Bag3,100758034
Slc25a37,100772406
Alad,100752314
Pla2r1,100768806
Afap1,100767632
Tet2,100769811
Serinc3,100755676
Nisch,100754172
Haus5,100751456
Hivep1,100768788
Acbd3,100773815
Sod2,100760320
Gna11,100689065
Fndc3b,100755546
Meis3,100765943
Pgap4,100754890
Rgl3,100769085
Fam171a1,100756305
Epn2,100774824
Slk,100765772
Tmpo,100759640
LOC100763162,100763162
LOC100751467,100751467
Dip2a,100763951
LOC100764744,100764744
Ppm1b,100761807
LOC100758702,100758702
Rbms1,100767838
Mmp13,100759377
Cntnap3c,100759554
LOC100773571,100773571
Ankrd33,100765182
Mrps9,100761439
Creld1,100757184
Hpse2,100762007
LOC103164476,103164476
Slc25a27,100758598
Hspb11,100764905
LOC103158866,103158866
Mrpl41,100753662
Dusp19,100757499
Ip6k2,100759816
Nat9,100774051
Ccdc152,100763254
LOC100751818,100751818
Oprd1,100762884
Mastl,100770735
Tmem244,103163001
Dtymk,100755252
Tyrobp,100772456
Gfm1,100757634
Ticam2,100758290
Psph,100755202
Sh3gl1,100767945
Fbrs,100754050
Tmem50a,100752566
Frs3,100770465
Oip5,100763649
Psma8,100769387
LOC100766960,100766960
LOC100757817,100757817
LOC100765487,100765487
Mindy2,100757261
Cop1,100754677
LOC100768488,100768488
LOC103164540,103164540
LOC100750500,100750500
Ifnar1,100768581
Xrcc5,100689306
Cc2d1b,100754941
Vta1,100772345
Fbxo11,100771372
LOC103162898,103162898
Dvl1,100770288
Pnpt1,100766803
LOC118239383,118239383
Tmx3,100771411
Ampd3,100758386
Dot1l,100771005
LOC100761106,100761106
Atp2c1,100765106
Wdr55,100755022
Carf,100768109
Fam214a,100753759
Trmt61a,100757200
LOC103163646,103163646
LOC107978571,107978571
LOC100758111,100758111
Ptprm,100761852
Fus,100756868
Hipk4,100763406
Gstz1,100764455
LOC100759860,100759860
Tdp1,100769476
LOC100752389,100752389
Dclre1a,100750521
Nubp2,100752903
Mtfr2,100773374
Plpp2,100774295
Pla2g4a,100750927
B4galt5,100689347
Efcc1,107980167
Isg15,100772582
Nudt6,100757134
Wdr13,100765056
LOC100762258,100762258
Med16,100763586
LOC113838480,113838480
Per1,100753886
Cnksr3,100774635
LOC100768684,100768684
Tlr1,100759973
Abcd2,100758232
LOC103160274,103160274
Cnot4,100761964
Slc7a3,100771829
Nubp1,100767724
LOC113831209,113831209
LOC113837539,113837539
Rom1,100752645
Txndc12,100753389
Usp6nl,100770492
LOC100774623,100774623
Atg10,100773027
Pck2,100762618
Ripk1,100761116
Lck,100759316
Smim14,100765001
Tpra1,100768331
Arid4a,100760045
Kyat3,100771070
LOC113836365,113836365
Tbc1d25,100765348
Tfpt,100765274
Ppip5k1,100767441
Prkx,100756471
C1H14orf119,100770164
Ccdc13,100766977
Fign,100751083
Sez6l,100773338
Trpc3,100689209
Abcb11,100762480
Dnai4,100751860
Cradd,100751661
Myo1d,100773950
Mamdc4,100761809
Eif3h,100751998
Gpsm2,100766054
Map2k5,100760095
LOC100766498,100766498
Zcrb1,100769243
Fam133a,100750880
Sec24c,100757844
Amotl1,100754241
Tmem134,100764493
Ipo5,100764714
Agpat1,100758206
Itm2b,100751459
Lypla2,103164050
Edem1,100689456
Gdnf,100773138
LOC100765471,100765471
Gpsm1,100758972
Clec4e,100773355
Szt2,100766694
Rps6ka3,100750954
Ndst2,100758914
Skiv2l,100768851
Tmem40,100769883
Ighmbp2,100754637
Dcakd,100759055
Hook2,100762520
LOC100766209,100766209
Gmpr,100765304
LOC113834684,113834684
LOC100756417,100756417
Marchf3,100752992
Pip5k1c,100772168
Pelp1,100775022
Capn9,100766480
Nudt4,100753131
Vps45,100760381
Cracr2b,100754254
Galntl6,100761752
Plekhh1,100761047
Srpk2,100759043
Uba6,100761596
Fam102a,100756559
Ccnd2,100771544
Kif13a,100762096
Reep3,100775039
Kars1,100766627
Elp1,100767755
Ric8a,100769942
Pcyox1,100774789
Col11a1,100768858
Slc38a4,100769795
Pitpnm3,100760116
Slc5a9,100758999
LOC103164288,103164288
Pde4a,100759696
LOC100773893,100773893
Naa40,100754917
Postn,100770667
Kitlg,100752139
Jaml,100767539
Kansl3,100770226
Ssb,100689103
CUNH17orf49,100764322
Rtn4rl1,100772121
Rars2,100768428
Itgb4,100756849
Egfl8,100766819
LOC100758807,100758807
Gngt2,100754408
Pde3b,100775064
Uba2,100764381
Rbmx,100762511
Ubxn7,100761607
Polr1f,100771937
Rhof,107977057
Herc6,100767771
Sobp,100774735
Znf697,100771206
LOC103162235,103162235
Copz1,100769319
Dnajc25,100756280
Stk11ip,100767028
Mttp,100759278
Dmap1,100756406
Tbc1d8b,100761774
LOC100762656,100762656
Echs1,100754654
Ndrg2,100752580
Rps27a,100765052
Arhgap15,100765262
Cdk3,100759733
Ttyh2,100751505
Wac,100770036
Flt1,100761329
CUNH1orf100,100766789
Gigyf2,100773834
Cfap410,100761839
LOC100771207,100771207
LOC100772652,100772652
Itgb5,100765378
Lancl2,100763111
Tfpi,100760115
Robo1,100771010
LOC100760259,100760259
LOC100774695,100774695
Fkbp5,100760904
Hspa1a,100760510
LOC113832440,113832440
Dagla,100756392
LOC100758036,100758036
LOC100753518,100753518
Myo1c,100759064
Gpld1,100759513
LOC100772092,100772092
Cpne2,100759144
Mrps23,100761716
Nfkbia,100754153
Abcc10,100757623
Cd22,100752625
Hyal2,100752414
LOC100763852,100763852
Dpysl3,100755197
LOC100759832,100759832
Ppp1r27,100766770
Ncapg,100767775
Pnpla6,100771798
Cnbd1,100763226
LOC100768583,100768583
Lrit3,100761629
Spock3,100761920
Ribc1,100757973
Tmem268,100774007
Rchy1,100754452
Paip2,100755774
Tank,100764984
Ctdp1,100764255
Znf394,100752349
Setd5,100753475
LOC100766499,100766499
LOC100770072,100770072
Plekha7,100755763
Spen,100754338
Carm1,100771088
Hoxc10,100764281
LOC100760102,100760102
Asb5,100752543
LOC100752165,100752165
Trir,100761069
Kctd18,100751064
Rad18,100758311
LOC100773668,100773668
Snap29,100756340
Tpt1,100770904
Nek11,100764820
Entpd5,100751454
Rprm,100756380
Alcam,100774312
LOC100761879,100761879
Ss18l2,100771870
Ctsd,100766628
Anp32b,100767552
Rbms2,100763596
Lgr6,100762015
Wdr6,100765288
Hdac3,100752639
Cbl,100754737
Stox2,100756787
Zkscan7,100764643
LOC100761223,100761223
LOC113830743,113830743
Gper1,100767871
Adamts18,100763192
Mlph,100759576
Mzf1,103163653
Dhx37,100751766
Gga3,100756491
LOC113838593,113838593
Znrf2,100760215
Slc22a17,100771306
Psmd7,100761962
Rab11fip5,100769415
LOC100767307,100767307
Rpl4,100756048
Tmem18,100774381
Eif2b4,100766948
Plekhm3,100760707
Bmpr1a,100750332
Aqr,100766095
Kcnk3,100771641
LOC100750952,100750952
Zbtb7a,100773908
Tnfrsf18,100767026
Wdr74,100754753
Bod1,100750386
Ndufaf6,103162917
Snx15,100768682
Znf479,103164235
Gphr,100689387
Nck2,100762895
Gtf2h4,103160241
Tmem132c,100761178
LOC118238099,118238099
Farp2,100772725
LOC113837920,113837920
Plcl1,100772560
Kcna7,100754146
Pgam1,100766080
Rpl37a,100754588
LOC113838851,113838851
LOC100760308,100760308
Pkm,100751347
Vars2,100755870
Msh6,100771087
Tnfrsf9,100761423
Mpst,100763920
Tnpo2,100759607
Gabpb1,100753587
LOC100754939,100754939
LOC100765686,100765686
Ska2,100755178
Slain2,100754053
Trabd2b,100758139
Psmc1,100770051
Dync1i2,100773761
LOC100755188,100755188
Nbas,100756926
Gria1,100769392
Nuak1,100766242
Prmt1,100765197
Eva1c,100767132
Tmem164,100759923
Ccnl1,100758148
LOC100774285,100774285
LOC100768038,100768038
Znf706,100766413
Clcn2,100769999
Stard13,100757703
Lig1,100767365
Tmem131,100771946
LOC113837293,113837293
Mtdh,100753818
Rxylt1,100757873
Apbb1ip,100773337
Ehbp1,100765232
Secisbp2l,100763220
Pxylp1,100759373
Epc1,100773878
Esco2,100755867
LOC100768740,100768740
LOC100764516,100764516
LOC107978752,107978752
Cenpk,100760714
Ptpn2,103163089
LOC103161207,103161207
Rsrc2,100770513
Ing4,100754938
Bin2,100750538
LOC100762276,100762276
Gpr161,113830667
Slc39a8,100767442
LOC118239142,118239142
LOC100772499,100772499
Mpc2,100766986
Septin1,100771948
Kdm6a,100758834
Tmem181,100762829
Tmem141,100760946
Far1,100761128
LOC100759002,100759002
Nars1,100764751
LOC100763873,100763873
LOC100771593,100771593
Rnaseh2a,100762806
Akirin2,100769005
Gda,100760443
Slc25a17,100765307
LOC100752198,100752198
Ndufa13,100762893
LOC100767190,100767190
Nmnat3,103160971
Slc40a1,100770310
Wnt5b,100753017
Trabd,100753444
Rab29,100756050
Cltb,100767928
LOC113834415,113834415
Bcorl1,100773975
Col6a2,100754390
Creg1,100767565
LOC100769868,100769868
Rab35,100760151
Cdh7,100764852
Psma2,100750876
CUNH19orf67,100768711
LOC100772494,100772494
Ppara,100758990
LOC100760472,100760472
Vps11,100758112
LOC100765191,100765191
Haus7,100753533
Cpt2,100766757
LOC100756474,100756474
Ccdc105,100751575
Morc4,100762949
Fam177a1,100753175
LOC100750695,100750695
Kdm5b,100761435
LOC103159000,103159000
LOC100768644,100768644
Tmem132b,100751479
Cfl2,100757641
Ptx3,100754664
Pusl1,100769138
LOC113838814,113838814
Klhl21,100760231
Ehd3,100766335
Tlr9,103160136
Ankrd34a,100755248
Rftn2,100771692
Polr2m,100771441
G2e3,100763860
Napepld,100759349
Gpcpd1,100772527
Coq4,100766160
Capn12,100767183
Vamp4,100771557
Cacna2d3,100753384
Rab18,100770609
Lasp1,100765803
Brip1,100774617
Kmt5b,100761878
LOC100774003,100774003
LOC100763175,100763175
LOC100760938,100760938
LOC100757537,100757537
Slc2a9,100752981
Hmgxb4,100757455
Trak2,100756850
Lin7c,100752354
Plekhg4,100766436
Nelfe,100769129
Gpr139,100766538
Abhd8,100752213
Abracl,100769731
Fktn,100761516
Metrn,103159155
Pcbp3,100755366
Ppm1a,100773654
Mief2,100772208
Zbtb47,100767262
Paqr6,100756145
Zmat3,100755886
Pla2g3,100761489
LOC113833198,113833198
Upf3b,100767364
Spred1,100762918
Pla2g15,100760699
Lrp8,100772495
LOC100755709,100755709
Vat1l,100763479
Abcc2,100689220
Pkhd1,100766925
Fgl2,100760509
Vstm2l,100764618
CUNH1orf35,103160129
LOC100766485,100766485
LOC100752605,100752605
LOC100764765,100764765
Usp48,100768145
Ddx19b,100766470
Rsbn1l,100759054
Rps23,100772739
LOC100754077,100754077
Pgm1,100753184
Sacm1l,100763030
LOC113837420,113837420
LOC103164472,103164472
Mcee,100763022
LOC118238327,118238327
Zhx1,100775034
LOC100765246,100765246
Aaas,100767976
Vcam1,100761508
Cercam,100765284
Mapk6,100764603
Sac3d1,100768390
Cept1,100773070
Txndc16,100773836
Rpain,100754650
Tinagl1,100760266
Dpy19l3,100756435
Actg2,100768744
LOC113837385,113837385
Lrp4,100762775
Pank3,100767141
Cldn18,100769098
Sirt6,100760117
LOC118239339,118239339
Sord,100751427
Etv3l,100760586
Tm2d1,100755825
Ndufb2,100774095
Apoo,100768153
Senp5,100751209
Espl1,100768842
Dusp29,100763558
Slc26a6,100760402
Unk,100753431
Aatf,100758164
Psap,100760327
Kat6a,100751361
Clcn6,100774640
Speg,100767885
LOC113839316,113839316
Manf,100768617
Ap2a2,100755406
Dld,100689437
LOC113838461,113838461
Bpnt1,100774047
Hinfp,100756963
Mrpl50,100755968
Chd9,100769940
Mvd,100766541
Rfx1,100767562
Vps50,100760449
Tbc1d20,100759085
LOC100762978,100762978
Ppcdc,100766343
Ugcg,100689432
Cpd,100757331
LOC103161269,103161269
Rsu1,100768150
Actr2,100752591
LOC118238916,118238916
Acer3,100766923
Baalc,100774798
Dcaf1,100768333
Epc2,100773541
Rbl2,100770221
Zswim3,100773695
Vangl2,100761060
Ocm2,100768870
Pacsin3,100756115
Smpd2,100771550
LOC118237592,118237592
Testin-2,100765299
LOC100773087,100773087
Id1,100774183
Tbc1d9b,100767773
LOC107979912,107979912
Necab3,100773993
Sh3kbp1,100750373
Ppfibp1,100754722
Agtr1,100750798
LOC100757042,100757042
LOC100773073,100773073
Znf609,100751915
Ccp110,100775002
Pkd1l1,100754907
Itga2,100774579
LOC100753100,100753100
Actr10,100759261
Dcp2,100773631
Ndufaf5,100770742
F2r,100758351
Smarcal1,100754301
Asap1,103162974
Hgsnat,100752593
LOC100765797,100765797
Ppargc1a,100753651
Rabggtb,100762868
Stk24,100761115
Ncoa4,100756488
Nt5c3a,100768928
LOC113838983,113838983
Tnfsf13b,100757266
Wdr90,100760189
Rad1,100756835
Usp24,100768766
Mbtps1,100689417
Ezh1,100760595
Rnf169,100756964
Serpinb11,100773507
Sft2d2,100769572
Mss51,100764691
Nup155,100772556
Qrich1,100763820
LOC103161301,103161301
Dnai2,100761698
Fam168b,100771076
Inip,100770269
Qars1,100763536
Parva,100763027
Vps16,100770326
Gpr37l1,100754383
Rhbdf2,100755685
Rbm7,100768276
Itfg1,100755490
Pstk,100766247
Agrp,100762653
Chd7,100755474
Sfpq,100761355
Ociad2,100763149
Wdr46,100750904
Zbtb17,100754046
Ppp1r15a,100757625
Fmnl3,100765961
Nod2,100759694
Tent5a,100751836
Coro1b,100759932
Crk,100762827
Phip,100758775
Entpd4,100771637
LOC100753369,100753369
Nt5c3b,100773030
Polr1a,100767957
Txn,100758292
Ppp3cb,100764987
Stat1,100755609
LOC100765482,100765482
Rexo4,100770295
Rcor3,100764531
Slc25a36,100764208
Wdr45,100759722
LOC100762002,100762002
Emc4,100772555
LOC100751314,100751314
LOC118237715,118237715
LOC100763051,100763051
LOC100769405,100769405
Nol6,100760727
Reep6,100756830
LOC100750407,100750407
Rxrb,100759059
LOC100751499,
Dnajc19,100751082
Ddx3x,100764307
Ing3,100766428
Cideb,100769570
LOC100752921,100752921
Klhl8,100751625
Tubg1,100759432
Akip1,100751192
Eps15l1,100755944
LOC100750553,100750553
LOC103160383,103160383
Mrpl47,100757628
Acox1,100689199
Abhd14b,100759415
Med6,100762349
Orai2,100758553
Ppp3cc,100751412
Cbx5,100689287
Abt1,100771876
LOC113830685,113830685
Grin1,100770880
Bcl2l12,100765966
LOC100750830,100750830
Prkaca,100768997
Ccdc170,100773188
Cdk2ap1,100773827
Fzd4,100756296
LOC100774433,100774433
Mrpl21,100754354
Stx7,100758402
Thnsl1,100757931
Poldip2,100767910
Mars2,100771401
Fcho1,100772920
Camkk2,100765904
Sdad1,100769914
Ddx18,100759595
Bid,100754606
LOC100770893,100770893
Tiprl,100766692
Npl,100766218
Csnk2b,100763034
Wdr12,100765493
Mtch2,100764518
LOC100752257,100752257
Sync,100757588
Crnkl1,100771455
LOC100772164,100772164
Ocln,100772862
LOC100757581,100757581
Pex11a,100761020
Mosmo,100751118
Efna2,100755670
Nop56,100771954
Trmo,100767259
Notch2,100771788
LOC100774856,100774856
Baiap2l2,100757056
Ibsp,100752803
Hdac6,100763688
LOC113838595,113838595
Ctu1,100764314
Clcf1,100761392
Rasgrp3,100764463
