Batch ID,Interval,EX_bhb_e,EX_nh4_e,exp_growth_rate,EX_ac_e,EX_ala_L_e,EX_arg_L_e,EX_asn_L_e,EX_asp_L_e,EX_2hb_e,EX_cit_e,EX_cys_L_e,EX_etoh_e,EX_for_e,EX_fum_e,EX_glc_e,EX_glu_L_e,EX_gln_L_e,EX_gly_e,EX_his_L_e,EX_4hpro_e,EX_ile_L_e,,EX_lac_L_e,EX_leu_L_e,EX_lys_L_e,EX_mal_L_e,EX_met_L_e,EX_phe_L_e,EX_pro_L_e,EX_5oxpro_e,EX_pyr_e,EX_ser_L_e,EX_thr_L_e,EX_trp_L_e,EX_tyr_L_e,EX_val_L_e,SK_23camp_l
U1,P0 to P2,0.008182527051302495,0.3206007137651191,0.034670390416558304,0.01874318467139211,0.14078959362950139,-0.019544151021016556,-0.1566238794044446,0.04193834879481585,0.01109660217967555,0.0,-0.008610733852671323,0.027112155590364104,0.0827369021999913,0.0,-0.6530227028077408,0.03497174528507638,-0.4893562801188843,0.025604963068358622,-0.0013017854483128343,-0.0057006889152176375,-0.012468350453070607,0.0,1.5047395290603494,-0.021537984285716082,-0.02465673742499912,0.0,-0.009636219438551766,0.0074311004599660925,0.09777351513660419,0.23794390272813834,-0.06030204836158815,-0.1029087141526638,-0.0058280063420237775,-0.007120425568163287,0.012243975321815865,-0.022452748050962486,-0.014
U1,P12 to P14,-9.137283592309331e-05,-0.0004730050532693573,-0.008399429943897717,-0.01248108026706604,-0.0016375394168371758,-0.00024009818924677087,0.0,0.0004962217887573264,2.1497887653082173e-05,0.0003588156955491875,0.0,0.0021008125000840407,0.0008528080556655734,-0.0001615220020354734,0.03727126439813801,0.00011249821343286614,-3.5063835637546484e-05,-0.001275539388443843,-1.5667345905721127e-05,-0.0005602495782553902,3.46739174281373e-06,2.3956275978793928e-05,-0.025416947865407456,-8.43693634267512e-05,-0.00014649422505661787,-0.00027350622654605543,-9.774851295285376e-05,-3.1792482460098056e-06,-0.0005340372812640831,0.0009249849497959277,-0.0005746745509432071,-0.0002155343004262076,-0.00023921323817643363,-1.3278490907917046e-05,2.5550815821720354e-05,3.1107066626183214e-05,-0.014
U1,P2 to P4,0.0029159949470661914,0.08330225482900334,0.03278062118952783,0.001022676739966572,0.044115803280405104,-0.014479761545559728,-0.09215038531794614,0.013690228662435463,0.0011585423493952426,0.005525553006417311,-0.0031502550221600644,0.05593401179112084,0.02487709184770335,0.0,-0.44201766684114036,0.009810281968682373,-0.09670057945911445,0.010384793488273937,-0.005809623196081533,-0.0039321181197531216,-0.01336200014667431,0.0007915763288276923,0.6725958572749344,-0.021969160671452697,-0.02098828101472236,0.0,-0.0068264334665792655,-0.00925304964006789,-0.030952412722640085,0.007227488178176418,0.002304484859260444,-0.05570239522578504,-0.012519649135010143,-0.003072284425431998,-0.00970318023507432,-0.017618819254274238,-0.014
U1,P4 to P6,0.0004270213013097396,-0.002275218088400405,0.016358716703023954,0.00672913168175559,0.001688098232439626,-0.0034051774542629572,-0.013947658240397991,-0.0016157871319549355,0.0010100787753369626,0.0021780598731170964,-0.00031988469151197414,-0.007076096784218436,0.007889056391248572,0.0,-0.10446145877065299,0.0003799487910226958,-0.004295962474151272,0.00510370109558048,-0.001506484503649257,-0.00016006603740416562,-0.0038970328092916237,0.0008218454319795915,0.07290337271018914,-0.00627360019808874,-0.0046608224439916865,0.0,-0.0015635049781064468,-0.0023042141172762,-0.005223830140320819,0.0012391363143615139,-0.004512434976262669,-0.014940122985799295,-0.004785961913096858,-0.0012291602572097125,-0.0014598340203578668,-0.004580023278879,-0.014
U1,P6 to P8,-2.5659914281981242e-05,-0.0005382719486079749,-0.0011652145731862922,-0.0017806777148294058,0.0005081859316158479,6.588401532602343e-05,0.0002592510744887881,0.00013630990806447947,-7.514639148065402e-05,-6.70149485598875e-05,9.458466751182512e-06,3.190778103943748e-05,-7.153591610399756e-05,-9.13942301299151e-06,0.009419431653369106,-9.009406278685873e-06,0.0,-6.441316536044323e-05,2.321962514979449e-05,-1.6906726576950972e-05,9.998679709647896e-05,-9.975972436439165e-05,-0.005597940579607946,0.0001680937676441901,8.046664525020383e-05,0.0,3.5828320692880485e-05,6.068205542042826e-05,6.795175615853809e-05,-4.301961141029215e-05,3.203104513632809e-05,0.00028415921617983605,4.5090702532770175e-05,5.199526872206941e-05,4.6104562778232976e-05,0.00010850797648510372,-0.014
U1,P8 to P12,-0.0005814960565100777,-0.0015506733078315715,-0.0075676192345677275,-0.03877190355264754,-0.000439799922239085,0.00018620043283607747,7.650722354546917e-05,0.002650799773710616,-0.00028159578787761573,0.000922924009632997,0.0,-4.30837686912934e-05,0.0014548015943621898,-0.00043941540438830845,0.09817200298637574,-0.00020852918200627777,-0.00010392491179992757,-0.0013089682778830076,5.7216816422285865e-05,0.00034365898569461506,0.00043313651700545373,-0.000178935193198996,-0.10090899744400021,0.0004113378493871193,0.0004062863444421305,-0.0013641932902464053,0.00025766695256440467,0.00026807773450526214,0.0010754944636188748,-0.000843903265597834,-0.00036035971202565245,1.5002567994656093e-05,0.00014574607301510133,0.0005892699004775669,1.1398299825322774e-05,0.00025956628401722253,-0.014
U2,P0 to P2,0.010553919716419736,0.35167981581747526,0.03650816079097704,0.019042365799694663,0.14500742913938747,-0.027282165625335583,-0.24916244779773417,0.020328356071189133,0.011162884762923772,0.0,-0.01408530779520121,0.061427901633470706,0.09211526906970782,0.0,0.35556978031138087,0.008061973136922843,-0.6184438929966559,0.029911319478413672,-0.010809572859412902,-0.004542441201932,-0.016406740780530647,0.0,1.66490397236434,-0.03069160445964731,-0.04114525541510681,0.0,-0.013204570660529897,-0.0010037943602123386,0.054787800870475814,0.28683220422783656,-0.07419911505365141,-0.18070254748948344,-0.021761609705099282,-0.009866446470900589,0.011115701107517232,-0.019832570174063275,-0.014
U2,P12 to P14,3.3868808284895146e-05,7.249707464290754e-05,0.0010439622392108812,0.0016461799029979828,0.00012656882154746458,1.0424983105877026e-05,0.0,-9.454292758389171e-05,-1.5535905293963054e-05,-3.093264674976795e-06,0.0,-0.0002305471321251441,-4.614781957046586e-05,6.578424029408156e-06,-0.005420624406324484,-3.625660218300665e-05,5.0494289796810175e-06,0.00018353330275496757,3.587462979513446e-05,0.00010522996984872954,2.3419174130540574e-05,7.548945829835946e-06,0.005655766661439271,2.851714161831386e-05,2.5845633178956458e-05,3.6446004147533685e-05,9.6896289912975e-06,9.504271671607019e-06,7.483602393738955e-05,1.0480198451627123e-05,-2.921477988181632e-05,1.6845810596006762e-05,1.391910436471146e-05,5.966912281831134e-08,1.7058966077513226e-05,2.996311297006293e-05,-0.014
U2,P2 to P4,0.003959200417751622,0.10604106061631247,0.033990046589398894,0.0014380671054497196,0.05272428695488793,-0.014868238803734446,-0.0883006025948078,0.019627339973610432,0.0015606081453650898,0.007076886968435542,-0.00307526798663749,0.05791661585143437,0.02843603172115541,0.0,-0.5286255436158491,0.015001270833924933,-0.10020111428485587,0.013959000783034898,-0.0054980793532118715,-0.0019849416781096457,-0.012299716204714583,0.0007635249493073585,0.7557396704552819,-0.020933928225224056,-0.02123721241362216,0.0,-0.00734105158551773,-0.008176148967661922,-0.03184203556913454,0.015414579468777945,0.00483610762637805,-0.051337765219633236,-0.01504231694816236,-0.0030543308877647637,-0.010408992984389593,-0.01852104631530787,-0.014
U2,P4 to P6,0.0004027458621714646,-0.002865872811020617,0.018176950468208428,0.00665900202380375,0.0044066109084704465,-0.004024499928032401,-0.01733973804896622,-0.0014738766953592327,0.0010211705096885395,0.0024791300798348913,-0.00036210001057531327,-0.00783739267734921,0.009029504825121153,9.938542992375272e-05,-0.157403216167302,0.001278882787630351,-0.0055686820152011035,0.0055534925390707535,-0.001626118730367756,-0.0009755308515633367,-0.004834123260647966,0.0008934276069297822,0.09044278816284765,-0.007538332596330589,-0.005393864341561428,0.0,-0.0018091473021105663,-0.0029531489762668565,-0.005500310865881772,-0.00018944570632510564,-0.005186656829779836,-0.017734559529839627,-0.0042166209787459115,-0.0013732171746711108,-0.001602519581083735,-0.005543316801065457,-0.014
