Batch ID,Interval,EX_bhb_e,EX_nh4_e,exp_growth_rate,EX_ac_e,EX_ala_L_e,EX_arg_L_e,EX_asn_L_e,EX_asp_L_e,EX_2hb_e,EX_cit_e,EX_cys_L_e,EX_etoh_e,EX_for_e,EX_fum_e,EX_glc_e,EX_glu_L_e,EX_gln_L_e,EX_gly_e,EX_his_L_e,EX_4hpro_e,EX_ile_L_e,,EX_lac_L_e,EX_leu_L_e,EX_lys_L_e,EX_mal_L_e,EX_met_L_e,EX_phe_L_e,EX_pro_L_e,EX_5oxpro_e,EX_pyr_e,EX_ser_L_e,EX_thr_L_e,EX_trp_L_e,EX_tyr_L_e,EX_val_L_e,SK_23camp_l
U4,P0 to P2,0.0,0.3008868832955233,0.03194602306128404,0.024238544961178513,0.15109427688468452,-0.008047535296193516,-0.2243148016150287,0.0321146931944605,0.007305879229035732,0.0,-0.012535882255347245,0.13220737484681924,0.09096423345510468,0.0,-0.006348005014976943,0.02730542011000479,-0.3920299083925202,0.030473005670850206,-0.006915260847652025,0.0009445073128056575,-0.007435346132138202,0.0,0.0,-0.014662830433810713,-0.015158377612369453,0.0,-0.008596070173205274,0.00525572640219003,0.10657378741964688,0.23303892714168453,0.06959521709152544,-0.11926365199153421,-0.013794136065783629,-0.0034543888998673105,-0.0076638100373729885,-0.01619650975308123,-0.014
U4,P12 to P14,5.913702821522208e-06,0.00015374157894985455,0.0018961221632617274,0.0012757078933284683,1.1684425339153367e-05,5.4735950755426384e-05,0.0,5.7763330807901514e-05,3.15539589307831e-05,-1.1364561394167227e-05,0.0,-8.52219369139421e-05,-0.00017425084699558378,-1.7535567458902875e-06,-0.006170651902726979,9.805637108981496e-05,1.800228492027338e-06,0.00010023319419514337,-8.22379535902493e-06,9.22511963831425e-05,-6.679541437784836e-05,2.177678337591739e-05,9.437165784014547e-05,-4.696061097783097e-05,3.9046985067039445e-05,-2.634464804824019e-07,6.099507973413435e-06,-1.0017862208434377e-05,6.207705381813954e-05,0.0002811249485833254,3.9138359750607434e-05,2.571786340561242e-05,4.1831318155170435e-05,-2.063453054433679e-05,-1.182252039313891e-06,-4.793651918136653e-05,-0.014
U4,P2 to P4,-2.144695910171906e-05,0.11852048146021113,0.036151474706364185,0.002678581913360506,0.07879832671229119,-0.019894047228411194,-0.11373362478996496,0.010003213285638976,0.0016861356443049781,0.006447791321418772,-0.0030492602936457794,0.0026314954709459994,0.02999548820430074,0.0,-0.2559471503768525,0.01141763367757427,-0.11024287327327988,0.017741227008902283,-0.007380106698806076,-0.0019637916365416682,-0.016727380848438327,0.0,0.0,-0.02670270002273623,-0.02689415580816159,0.0,-0.00744855370100647,-0.010887428013310194,-0.04180083744596508,0.012120090389457274,0.056643905732402494,-0.07116050560865239,-0.01963651566401722,-0.004453479817174351,-0.007387331201564138,-0.019285198287251233,-0.014
U4,P4 to P6,-1.6424179730176736e-05,-0.01651622950945702,0.012617780920061862,0.0029632730186670217,0.0047566925199901775,-0.0023204991284577984,-0.007725231503697981,-0.002066568758675621,0.0007957714502622153,0.0016232795960918983,-0.000198060043734297,-0.0006104642495967255,0.005626952323251255,9.493763646865495e-05,-0.0750844815159618,0.0007458215587664935,-0.0031527007310946597,0.00555413458606636,-0.0010868024082168848,-0.00018827176152215347,-0.003472807067787789,0.001244134653483214,0.0017149019941811762,-0.005081450857305685,-0.0030121580220059097,0.0,-0.0011029642239957095,-0.0016728928753391953,-0.0026262186243493166,0.002248829866034296,-0.013069595686814846,-0.008794930786801108,-0.0021870627540966775,-0.000734760930144691,-0.0012232987005762611,-0.003624092190340358,-0.014
U4,P6 to P8,2.7611606106591597e-05,0.001904965542892681,0.004391621551131743,0.0015088636231411076,-0.003953022131635135,-0.00037816264871304636,-0.0008867980105352404,-0.0005517358690715917,0.00014992360499371118,0.00033078023741664345,-3.1324730428661105e-05,-0.00024208769672756232,0.0008313825254896532,1.1599708621212756e-05,-0.019686203399207253,0.0004940807942286818,-9.782218750551652e-05,0.0010745233602501235,-0.00011678097797457839,5.111259245073597e-05,-0.000772497947193962,0.0008290292140646116,4.642597763800895e-05,-0.0013292254140004566,-0.0005300262740831147,0.0,-0.0001745044419752328,-0.00023882242607386412,-0.0003888787152074871,0.0005531356104725824,-0.0001935823246965735,-0.0012667573155781837,-0.0004200798511180537,-0.0001786067881470749,-0.00019488929190506412,-0.0007478497009425934,-0.014
U4,P8 to P12,-1.4049917446189852e-05,-0.002391946735654403,-0.005448551614042427,-0.007990426361019291,-0.00015120863586939236,-2.8591856128675915e-05,0.0,0.0011982621885041882,-0.0003779834346240091,8.183996038288953e-05,0.0,0.00031612599005546914,0.0004051857195260293,-9.026616651152654e-05,0.04642569430625231,-0.0005899495933438602,-3.9094470425040585e-05,-0.0015954888713076928,-7.147500205517789e-05,6.51948643248651e-05,0.0007944137169002075,-0.0011847766892410586,-0.0007119840877904537,0.0011657003547069058,-6.174605158246321e-05,-0.00038139283621097534,0.00010374323393083477,0.00010242480207632294,-0.00010764463675268964,-0.0022101726758182254,-0.0001491060366537661,-0.00010364433366723937,0.00014156294953846928,0.000415626847018695,2.841789782211971e-05,0.0005802595435586984,-0.014
U5,P0 to P2,0.0,0.3516369040036674,0.03465754637187661,0.022719600736499188,0.17333576597344125,-0.030886539471332013,-0.3489451706345687,0.009099965135496114,0.008119599123035295,0.0,-0.014273906750724496,0.5121019561194615,0.11350783922840844,0.0,-0.21736333218279508,0.00019313706848979992,-0.5836415464023057,0.043716173532240624,-0.02066351512783789,-0.022583546103840776,-0.04484902454297187,0.0,0.0,-0.06745179703613659,-0.026262226096162414,0.0,-0.016140318083012115,-0.016021969642308842,0.12223123508719043,0.29968477962327733,0.07062028329511272,-0.22646028575590174,-0.04504431807192002,-0.007719826406867247,-0.02686400685281038,-0.04393316222745438,-0.014
U5,P12 to P14,6.284736582313506e-06,7.697391565576593e-05,0.0018049216799819543,0.001354881587745091,2.9236996150454885e-05,4.41011215177011e-05,0.0,2.0306564805183006e-05,3.532456022522113e-05,3.39924548025756e-05,0.0,0.00010842779574973666,-3.7687343003820286e-05,1.1785474014590513e-05,-0.005586304968639576,9.257408280749426e-05,4.49160658281228e-06,0.000405104944589866,-6.173853050189432e-07,3.970844017031614e-05,-4.135807501900992e-05,9.868489988163105e-05,3.8309618032527514e-05,-3.02905103522616e-05,7.633104348205629e-05,9.95277050066999e-06,5.940718226971424e-06,1.0385526934900237e-06,0.00010256180909493293,0.00038865215089796184,4.8239533208604525e-05,1.9454334089934757e-05,8.422010003929754e-05,-1.4133686415517242e-05,-1.0418460001334344e-05,-2.302531453192512e-05,-0.014
U5,P2 to P4,-2.428028390080175e-05,0.11498287732942793,0.03634059690486983,0.003578860512775425,0.07687178696191678,-0.014299003433911701,-0.10186940000565814,0.016788906432678313,0.0010576670526508145,0.006920658838496069,-0.0037576371347923395,-0.05855336456512922,0.034018162964345386,0.0004547877838299381,-0.11247663979562869,0.017522532191786958,-0.09904536952237282,0.02056748934660014,-0.006456199386121253,-0.00019573269405406542,-0.008211195106903154,0.0006871061955383588,0.0,-0.014980562185883665,-0.024731159891368457,0.0,-0.006945919859463845,-0.007009218535892535,-0.03795901498767485,0.021310204848801875,0.04740226124711386,-0.05969891253764712,-0.016199903496921363,-0.0028165502375674207,-0.004046283114285133,-0.011451031956023077,-0.014
U5,P4 to P6,0.0001486915654763202,-0.021752308232644544,0.014699091773065814,0.002429498466898018,0.017395412201280294,-0.0031367781884312305,-0.011910956054025812,-0.001785420936170874,0.0012201113528085405,0.0018167182735255086,-0.00023873939013484977,0.001267584105198649,0.006185110418517691,7.166627655962748e-05,-0.09789021706312077,0.0003112758443505736,-0.006261650356829968,0.004328118813713506,-0.0008501532337604837,0.0001800896264031741,-0.004134093083772218,0.0010500681156092192,0.0022080171146691445,-0.00592071510088341,-0.0035872153011378216,0.0,-0.0011069659224465828,-0.0018957883221167775,-0.0028395346662619106,0.00185370076554657,-0.012327898169168704,-0.01133913595983232,-0.0021899677325585556,-0.0008439882741987983,-0.0014122865523289964,-0.004329868384880621,-0.014
